mies mjes
agradar a.ɣɾaˈðaɾ
picardo piˈkaɾ.ðo
surgidero sur xi ˈðe ro
ocular o.kuˈlaɾ
charada tʃaˈɾa.ða
segundo seˈgun̪.do
aracnoides a.ɾak.noj.des
manera ma ˈne ɾa
escoplo esˈko.plo
gratar gɾaˈtaɾ
abocinamiento a.bo.si.naˈmjen.to
agiotaje a.xjoˈta.xe
altibajo al.tiˈβa.xo
peliblanco pe.liˈβlaŋ.ko
inflamamiento in.fla.ma.ˈmjen.to
mortiguar a.moɾ.tiˈɰwaɾ
prosa ˈpɾo.sa
temor te.ˈmoɾ
paparrabias pa.pˈra.βjas
gustativo gus.taˈti.βo
liberar li.βeˈɾaɾ
zurrapiento su.raˈpjen.to
afanoso a.faˈno.so
popote poˈpo.te
castor kasˈtoɾ
unionismo u.njoˈnis.mo
recrecer re.kɾeˈseɾ
cono ˈko.no
ronronear ron.ro.neˈaɾ
adagial a.ðaˈxjal
hinchar iɲ.ˈtʃaɾ
celular se.lu.ˈlaɾ
entontecer en̪.ton̪.teˈseɾ
palto ˈpal.to
siglo ˈsi.ɰlo
vulgo ˈbul.ɰo
choapino tʃo a ˈpi.no
lamprea lam.ˈpɾe.a
amblador am.βlaˈðor
guerreramente geˈre.ɾaˈmen.te
instaurar ins.tauˈɾaɾ
riada riˈa.ða
lastimero las.tiˈme.ɾo
pinto ˈpin.to
aparatar a.pa.ɾaˈtaɾ
zollipo soˈʎi.po
acromatizar aˌkɾo.ma.tiˈsaɾ
adopcionismo a.ðop.sjoˈnis.mo
solemnidad so.lem.niˈðað
candombe kanˈdom.be
aparcar a.paɾˈkaɾ
serio ˈse.ɾjo
grumoso gɾuˈmo.so
cagar kaˈɰaɾ
angostar aŋ.gosˈtaɾ
nomo ˈno.mo
altercar al.teɾˈkaɾ
ceceo seˈse.o
angostamiento aŋ.ɣos.taˈmjen̪.to
ambulacro am.buˈla.kɾo
balumbo baˈlum.bo
aeroterapia a.e.ɾo.teˈɾa.pja
entonces en̪ˈton.ses
xi ˈksi
naumaquia nawˈma.kja
lascivo lasˈsi.βo
enamoradizo e.na.mo.ɾaˈði.so
cumbre ˈkum.bɾe
inopinadamente i.no.pi.na.ða.ˈmen.te
escarnecer es.kaɾ.neˈseɾ
conceptualizar kon.sep.twa.liˈsaɾ
aparencial a.pa.ɾenˈsjal
polidipsia po.liˈðip.sja
genialmente xeˈnjalˈmen.te
alcohol al.ko.ˈol
muchedumbre mu.ʧeˈðum.bɾe
pediculosis pe.ði.kuˈlo.sis
generoso xe.neˈɾo.so
zaguero sa ’γe.ɾo
olote oˈlo.te
taba ˈta.βa
adoptante a.ðopˈtan̪.te
chancha ˈtʃan.tʃa
genio ˈxe.njo
esperanto es.pe.ˈɾan.to
persignar peɾ.siɣˈnaɾ
alabastrita a.la.βasˈtɾi.ta
atarantar a.ta.ɾan.ˈtaɾ
mantilla manˈti.ʎa
fondo ˈfon.d̪o
desalinizador de.sa.li.ni.saˈðoɾ
picapuerco pi.kaˈpweɾ.ko
avenido a.βeˈni.ðo
guardamonte gwaɾ.ðaˈmon.te
cancho ˈkaɲ.tʃo
abductor aβ.ðukˈtoɾ
infalible iɱ.faˈli.βle
masajista ma.sa.ˈxis.ta
idiosincrasia i.ðjo.sinˈkɾa.sja
giroscopio xi.ɾosˈko.pjo
exportar eks.poɾˈtaɾ
crecedero kɾe.se.ˈðe.ɾo
hidria ˈi.ðɾia
peruanismo pe.ɾwaˈnis.mo
pasmoso pasˈmo.so
retrete reˈtɾe.te
aglutinante a.ɣlu.tiˈnan.te
salvaguarda sal.βaˈɰwaɾ.ða
destilador des ti la ˈðor
periferia pe.ɾiˈfe.ɾja
babieca ba.ˈβje.ka
exhausto ekˈsawsto
armario aɾˈma.ɾjo
colombina ko.lomˈbi.na
grujir gruˈxiɾ
ligadura li.ɣaˈðu.ɾa
cochinamente koˈtʃi.naˈmen̪.te
cefalalgia se.fa.ˈlal.gja
singlar sinˈglaɾ
librecambio li.βɾeˈkam.bjo
verborrea beɾ.βoˈre.a
acarretar a.ka.reˈtaɾ
pitar piˈtaɾ
caligrafiar ka.li.ɣɾaˈfjaɾ
indemne inˈdem.ne
friulano fɾju.ˈla.no
orujo oˈɾu.xo
ningunear niŋ.gu.ne.ˈaɾ
secuestro seˈkwes.to
quince ˈkin.se
vestir besˈtiɾ
cian siˈan
trapear tɾa.peˈaɾ
requeridor re.ke.ɾiˈðoɾ
brindador bɾin̪.daˈðoɾ
tripa ˈtɾi.pa
abur aˈβuɾ
acontar a.kon̪ˈtaɾ
pipar pi.ˈpaɾ
autosuficiencia ˌaw.to.su.fiˈsjen̪.sja
lombriz lomˈbɾis
adenoides a.ðeˈnoj.ðes
consumidor kon.su.miˈðoɾ
agraviar a.ɣɾaˈβjaɾ
medir meˈðiɾ
segregar se.ɣɾe.ˈɣaɾ
figulino fi.ɰuˈli.no
inmediato in.meˈðja.to
bicarbonato bi.kaɾ.βoˈna.to
nortino noɾˈti.no
bogar bo.ˈɰaɾ
henchidura eɲ.tʃiˈðu.ɾa
volear bo.leˈar
gritar gɾiˈtaɾ
ingle ˈiŋ.gle
dolicocefalia do.li.ko.seˈfa.lja
francolino fɾaŋ.ko.ˈli.no
taranta taˈɾan̪.ta
zaino ˈsaj.no
cacahuete ka.kaˈwe.te
chef ˈtɕef
ambulante am.buˈlan̪.te
desinsectar des.in.sekˈtaɾ
semiforme se.miˈfoɾ.me
alzar alˈsaɾ
solamente ˈso.laˈmen̪.te
brazola bɾaˈso.la
tercer teɾˈse.ɾ
achampanado a.tʃam.paˈna.ðo
cerrar seˈraɾ
culpable kulˈpa.βle
argentino aɾ.xen̪ˈti.no
acodadura a.ko.ðaˈðu.ɾa
heredad e.ɾeˈðað
dentista den.ˈtis.ta
lisamente li.saˈmen̪.te
conceptual kon.sepˈtwal
veinteavo bein̪.teˈa.βo
expectante eks.pekˈtan̪.te
coposesor ko.po.se.ˈsoɾ
docto ˈdok.to
exhortativo e.ksoɾ.taˈti.βo
escampar es.kamˈpaɾ
faja ˈfa.xa
guardasol gwaɾ.ðaˈsol
respetador res.pe.taˈðoɾ
eugenesia ew.xeˈne.sja
azabache a.saˈβa.tʃe
dilatar di.laˈtaɾ
acemilar a.se.miˈlaɾ
graciosidad gɾa.sjo.siˈðað
cachalote ka.ʈʃaˈlo.te
acudimiento a.ku.ðiˈmjen̪.to
libertador li.βeɾ.taˈðoɾ
subtilizar sub.ti.liˈsaɾ
adelantar a.ðe.lan̪ˈtaɾ
acebucheno a.se.βuˈtʃe.no
chaqueta tʃa.ˈke.ta
acocarse a.koˈkaɾ.se
acetoso a.seˈto.so
justificar xus.ti.fiˈkaɾ
hipotenusa i.po.teˈnu.sa
agramadera a.ɣɾa.maˈðe.ɾa
recusable re.kuˈsa.βle
dehiscente de.isˈsen.te
masivo ma.ˈsi.βo
carcinoma kaɾ.si.ˈno.ma
encarecedor eŋ.ka.ɾe.seˈðoɾ
poseer po.seˈeɾ
empedernir em.pe.ðeɾˈniɾ
escalpelo es.kalˈpe.lo
decapitar de.ka.piˈtaɾ
doscientos dos.cien.tos
vejecer be.xeˈseɾ
lametear la.me.teˈaɾ
contraclave kon̪.tɾaˈkla.βe
particular paɾ.ti.kuˈlaɾ
armenio ar.ˈme.njo
cocuyo ko.ˈku.ʝo
aplazar a.plaˈsaɾ
iracundo i.ɾa.ˈkun.ðo
respecto resˈpek.to
pudoroso pu.ðoˈɾo.so
cruz ˈkɾus
asistenta em.pleˈa.ða
rotonda roˈton.da
muslime mus.ˈli.me
facial faˈsjal
dioico ˈdjoi.ko
blocar bloˈkaɾ
elzeviriano el.se.βiˈɾja.no
abotinado a.βo.tiˈna.ðo
prestamente ˈpɾes.taˈmen.te
agiotador a.xjo.taˈðoɾ
craso ˈkɾa.so
satisfactoriamente sa.tis.fakˈto.ɾjaˈmen̪.te
acibarrar a.si.βaˈraɾ
picotear pi.ko.te.ˈaɾ
infante inˈfan.te
tembleque temˈble.ke
acedura a.seˈðu.ɾa
compacidad kom.pa.siˈðað
chimenea tʃi.meˈne.a
ungir uŋˈxiɾ
redituar re.ðiˈtwaɾ
rajador ra.xaˈðoɾ
viruela biˈɾwe.la
ocal oˈkal
morboso moɾˈβo.so
cricoides kɾik.ˈkoj.ðes
irrelevancia i.re.leˈβan̪.sja
robusteza ro.βusˈte.sa
virrey biˈreʝ
tirria ˈti.rja
prejuicio pɾe.ˈxwi.sjo
sutilidad su.ti.liˈðað
bici ˈbi.si
alcanzativo al.kan.saˈti.βo
latir laˈtiɾ
adrizar a.ðɾiˈsaɾ
balsamerita bal.sa.meˈɾi.ta
sagrado saˈgɾa.ðo
discrepancia dis.kɾe.ˈpan.sja
absente aβˈsen̪.te
agitador a.xi.taˈðoɾ
incomponible iŋ.kom.poˈni.βle
aerofobia a.e.ɾo.ˈfo.βja
lejitos leˈxi.tos
extenuar eks.teˈnwaɾ
garrafal ga.raˈfal
exiguo ekˈsi.ɰwo
losa ˈlo.sa
dispendioso dis.penˈdjo.so
sacuara saˈkwa.ɾa
mecenas meˈse.nas
acabronado a.ka.βɾoˈna.ðo
tolerable to.leˈɾa.βle
acetato a.seˈta.to
plaguicida pla.ɡiˈsi.ða
guerra ˈge.ra
sedante seˈðan.te
vivienda biˈβjen̪.da
aceitada aˌsejˈta.ða
disentimiento di.sen̪.tiˈmjen̪.to
neomexicano ˌne.o.me.xi.ˈka.no
siempre ˈsjem.pɾe
cachimbo kaˈtʃim.bo
teucro ˈtew.kɾo
preexistente pɾe.ek.sisˈten̪.te
dondequiera don̪.deˈkje.ɾa
lechera leˈt​͡ʃe.ɾa
arrodajarse a.ro.ðaˈxaɾ.se
atenuar a.teˈnwaɾ
deidad dej.ˈðað
retratista re.tɾaˈtis.ta
flan ˈflan
baboso baˈβo.so
convusco komˈbus.ko
desalmenar des.al.meˈnaɾ
laborar la.βoˈɾaɾ
insensatez in.sen.saˈtes
cano ˈka.no
embriaguez em.βɾjaˈɰes
abicharse a.βiˈtʃaɾ.se
bandolero ban.doˈle.ɾo
esperdecir es.peɾ.ðeˈsiɾ
monteriano mon̪.teˈɾja.no
esquema esˈke.ma
aligerar a.li.xeˈɾaɾ
pudrir puˈðɾiɾ
rescate reˈsca.te
gordo ˈgoɾ.ðo
hostal osˈtal
cumulativo ku.mu.laˈti.βo
desbravecer des.βɾa.βeˈseɾ
reflejar re.fle.xaɾ
estudiante es.tuˈðjan.te
trombo ˈtɾom.βo
absintio aβˈsin̪.tjo
tabanco taˈβan.ko
impermeabilidad im.peɾ.mea.βi.liˈðað
pupitre puˈpi.tɾe
lombardo lom.ˈbar.do
rocalla roˈka.ʎa
internacionalidad in̯.teɾ.na.sjo.na.liˈðað
briosamente ˈbɾjo.saˈmen̪.te
monumento mo.nuˈmen.to
romo ˈro.mo
alasita a.laˈsi.ta
agace aˈɣa.se
abetuna a.βeˈtu.na
refectorio re.fek.ˈto.ɾjo
culto ˈkul.to
concupiscencia koŋ.ku.piˈsen.sja
memorable me.moˈɾa.ble
alumno aˈlum.no
escrachar es.kɾaˈtʃaɾ
menhir meˈniɾ
cebrado seˈβɾa.ðo
apariencia a.paˈɾjen.sja
burujo βuˈɾu.xo
cansar kan.ˈsaɾ
aceptable a.sepˈta.βle
clamor klaˈmoɾ
entumecer en.tu.meˈser
solapar so.laˈpaɾ
supererogatorio ˌsu.peɾ.e.ɾo.ɰaˈto.ɾjo
extravagancia eks.tɾa.βaˈɰan.sja
posguerra posˈge.ra
murmurador muɾ.mu.ɾaˈðoɾ
llanta ˈʎan̪.ta
prohibitorio pɾo.i.βiˈto.ɾjo
ropeta roˈpe.ta
plumario pluˈma.ɾjo
expediente eks.peˈdjen.te
echacantos e.tʃaˈkan.tos
aclorhidria a.kloˈɾi.ðɾja
cambalache kam.baˈla.tʃe
ablusado a.βluˈsa.ðo
mentar men̪ˈtaɾ
venusto be.ˈnus.to
alcalescencia al.ka.lesˈsen.sja
endeblez en̪.deˈbles
acordelar a.koɾ.ðeˈlaɾ
prognatismo pɾo.ɣnaˈtis.mo
ciclotimia si.klo.ˈti.mja
submarinista suβ.ma.ɾiˈnis.ta
ternera teɾˈne.ɾa
abusionero a.βu.sjoˈne.ɾo
abogar a.βoˈɰaɾ
portar poɾˈtaɾ
morigerar mo.ɾi.xeˈɾaɾ
tapayagua ta.pa.ˈʝa.ɰwa
aniejar a.njeˈxaɾ
historismo is.toˈɾis.mo
emporio emˈpo.ɾjo
desecar de.seˈkaɾ
porongo poˈɾoŋ.go
pataleo pa.ta.ˈle.o
apasionante a.pa.sjoˈnan̪.te
bardal barˈdal
huraco u.ˈɾa.ko
cambronal kam.βɾoˈnal
agave aˈɣa.βe
amigabilidad a.mi.ɰaˈβili.ðað
retaguardia re.taˈɣwaɾ.ðja
braceador bɾa.se.aˈðoɾ
encender en.sen.ˈðer
eccema ekˈse.ma
lord loɾ
mantelo man̯ˈte.lo
guacal gwa.ˈkal
listar lisˈtaɾ
tizonear ti.so.neˈaɾ
combustibilidad kom.βus.ˈti.βi.liˈðað
uslero usˈle.ɾo
acueducto a.kweˈðuk.to
rocoso ro'ko.so
futura fuˈtu.ɾa
goleta goˈle.ta
tropical tɾo.piˈkal
surcir suɾˈsiɾ
lujosamente luˈxo.saˈmen̪.te
antofilo an̪.toˈfi.lo
desincorporar de.siŋ.koɾ.poˈɾaɾ
escora esˈko.ɾa
cascarrabias ˌkas.kaˈra.βjas
arenoso a.ɾeˈno.so
sobremesa so.βɾeˈme.sa
superioridad su.pe.ɾjo.ɾiˈðað
agradable a.ɣɾaˈða.βle
disparejo dis.paˈɾe.xo
tratamiento tɾa.taˈmjen.to
blandamente ˈblan̪.daˈmen̪.te
celesta seˈles.ta
desurcar de.sur.ˈkar
folicular fo.li.kuˈlaɾ
oledor o.leˈðoɾ
descriptor des.kɾipˈtoɾ
festivo fesˈti.βo
ligero liˈxe.ɾo
aparvar a.parˈβar
envolver em.bolˈβeɾ
enzurdecer en.suɾ.ðeˈseɾ
altiplano al.ti.ˈpla.no
treparriscos tɾe.paˈris.kos
siesta ˈsjes.ta
abanillo a.βaˈni.ʝo
calcular kal.kuˈlaɾ
deshabituar de.sa.βiˈtwaɾ
proloquio pɾoˈlo.kjo
estornudo es.toɾ.ˈnu.ðo
lento ˈlen̪.to
os os
chuscamente ˈtʃus.kaˈmen̪.te
mazo ˈma.so
rasera raˈse.ɾa
desemejar de.se.meˈxar
dependente de.penˈden.te
desayudar de.sa.ʝuˈdaɾ
contestatario kon.tes.taˈta.ɾjo
adrenalina a.ðɾe.naˈli.na
modo ˈmo.ðo
croqueta kɾoˈke.ta
pichirre piˈtʃi.re
escozor es.koˈsoɾ
chisme ˈtʃis.me
salvoconducto sal.βo.konˈduk.to
naufragio nauˈfɾa.xjo
soltero solˈte.ɾo
esplendorosamente es.plen̪.doˈɾo.saˈmen̪.te
tenuidad te.nwiˈðað
adufre aˈðu.fɾe
charrada ʧaˈra.ða
alimpiamiento a.lim.pja.ˈmjen.to
contentamiento kon.ten.taˈmjen.to
gobio ˈgo.bjo
hurtar uɾˈtaɾ
mustiar musˈtjaɾ
producto pɾoˈðuk.to
colidir ko.liˈðiɾ
reportorio re.poɾˈto.ɾjo
maleficio ma.leˈfi.sjo
pirita piˈɾi.ta
zarzal saɾ.ˈsal
abocamiento a.βo.kaˈmjen̪.to
agorafobia a.ɣo.ɾaˈfo.βja
prender pɾeŋ.ˈðeɾ
conque ˈkoŋ.ke
indehiscente in.de.isˈsen.te
nuera ˈnwe.ɾa
chumbimbo tʃum.ˈbim.bo
flueco ˈflue.ko
bitar biˈtaɾ
pepenar pe.pe.ˈnaɾ
desabrochar de.sa.βɾoˈtʃar
reitre ˈrej.tɾe
exoftalmia ek.sofˈtal.mja
chicotear tʃi.ko.teˈaɾ
guacamole gwa.kaˈmo.le
extraterrestre eks.tɾa.teˈres.tɾe
abajamiento a.βa.xaˈmien.to
tromboflebitis ˌtɾom.bo.fle.ˈβi.tis
anclote aŋˈklo.te
ropero roˈpe.ɾo
crin ˈkɾin
cieno ˈsje.no
periodo peˈɾjo.ðo
telegrafista te.le.ɣɾaˈfis.ta
juanetero xwa.neˈte.ɾo
sacudir sa.kuˈðiɾ
embermejecer em.beɾ.me.xeˈseɾ
simplismo simˈplis.mo
troquel tɾoˈkel
kilolitro ki.lo.ˈli.tɾo
asistente a.sisˈten̪.te
gol ˈgol
cirrosis si.ˈro.sis
acebuche a.se.ˈbu.tʃe
anestesiar a.nes.teˈsjaɾ
piquetilla pi.ke.ˈti.ʎa
adivinaja a.ði.βiˈna.xa
paraguayo pa.ɾaˈɣwa.ʝo
pulguiento pulˈɰjen.to
desparrancarse des.pa.raŋˈkaɾ.se
volar boˈlar
surcoreano suɾ.ko.ɾe.ˈa.no
tartamudez taɾ.ta.mu.ˈðes
papiamento pa.pja.ˈmen.to
durando ˈan̪.do
estafermo es.taˈfeɾ.mo
rugir ruˈxiɾ
secundario se.kunˈda.ɾjo
delgado delˈga.ðo
fondeadero fon.̦de.aˈðe.ɾo
violeta bjo.ˈle.ta
fenol fe.ˈnol
vigueta biˈɣe.ta
acentual a.sen̯ˈtwal
armonioso aɾ.moˈnjo.so
chancla ˈtʃaŋ.kla
cuarto ˈkwaɾ.to
gasolinera ga.so.li.ˈne.ɾa
insulso inˈsul.so
astil asˈtil
repugnante re.puɣˈnan.te
punir puˈniɾ
cobalto koˈβal.to
acampamento a.kam.paˈmen̪.to
arrufo a’ru.fo
carenero ka.ɾe.ˈne.ɾo
fortaleza foɾ.taˈle.sa
metate meˈta.te
aprovisionar a.pɾo.βi.sjoˈnaɾ
descuajeringar des.kwa.xe.ɾiŋ.ˈgaɾ
corinto koˈɾin.to
rumba ˈrum.ba
gacela gaˈse.la
torito to.ˈɾi.to
babismo ba.ˈβis.mo
balsamera bal.saˈme.ɾa
obrar oˈβɾaɾ
hampesco amˈpes.ko
ajustamiento a.xus.taˈmjen.to
foliolo foˈljo.lo
sacerdocio sa.seɾˈðo.sjo
nitrocelulosa ˌni.tɾo.se.lu.ˈlo.sa
anexar a.neˈksar
comestible ko.mesˈti.βle
cualitativo kwa.li.taˈti.βo
cilantro siˈlan.tɾo
aflamencado a.fla.meŋˈka.ðo
cilio ˈsi.ljo
cine ˈsi.ne
acristalamiento a.kɾis.ta.laˈmjen̪.to
arel aˈɾel
anochecer a.no.tʃeˈseɾ
gratis ˈgɾa.tis
chiripear tʃi.ɾi.peˈaɾ
acogimiento a.ko.xiˈmjen̪.to
bochazo boˈtʃa.so
vengar beŋˈgaɾ
confiscar kon.fisˈkaɾ
reciclamiento re.si.kla.ˈmjen̯.to
museo muˈseo
rinoplastia ri.no.ˈplas.tja
aritenoides a.ɾi.te.ˈnoj.ðes
apto ˈap.to
latitud la.tiˈtuð
neviscar ne.βisˈkaɾ
truncamiento tɾuŋ.kaˈmjen.to
acometedor a.ko.me.teˈðoɾ
aguayo aˈɰwa.ʝo
viernes ˈbjeɾ.nes
tentador ten̪.taˈðoɾ
cobreado ko.βɾeˈa.ðo
deferencia de.feˈɾen.sja
lamparilla lam.paˈɾi.ʎa
cabezaje ka.βeˈsa.xe
encuadrar en.kwaˈðɾaɾ
impropio imˈpɾo.pjo
taquigrafiar ta.ki.ɣɾaˈfjaɾ
tostar tosˈtaɾ
misteriosamente mis.teˈɾjo.saˈmen̪.te
chirimiri tʃi.ɾi.ˈmi.ɾi
andar anˈdaɾ
wolframio bolˈfɾa.mjo
trajear tɾa.xeˈaɾ
capital ka.pi.ˈtal
leonino le.oˈni.no
superante su.peˈɾan.te
aspirar as.piˈɾaɾ
acrecimiento a.kɾeˈsiˈmjen̪.to
negrura neˈɣɾu.ɾa
merced meɾˈseð
calabrotar ka.la.βɾoˈtaɾ
sombrajo somˈbɾa.xo
aeromodelo a.e.ɾo.mo.ˈd̪e.lo
desvariadamente des.βaˈɾja.ðaˈmen̪.te
apuestamente aˈpwes.taˈmen.te
siquiera siˈkje.ɾa
electroencefalografista e.ˌlek.tɾo.enˌse.fa.lo.gɾa.ˈfis.ta
alcayata al.kaˈʝa.ta
tembliquear tem.bli.keˈaɾ
valuador ba.lwaˈðoɾ
tridimensional t̪ɾi.d̪i.men.sjo.ˈnal
prostituir pɾos.tiˈtwiɾ
otorgar o.toɾˈɣaɾ
calderero kal.de.ˈɾe.ɾo
rosear ɾo.seˈar
infatigablemente iɱ.fa.tiˈɣa.βleˈmen̪.te
mapache maˈpa.ʧe
dependencia de.penˈden.sja
guinche ˈgin.tʃe
cuneta kuˈne.ta
filudo fiˈlu.ðo
angurria aŋˈɰu.rja
tramar tɾaˈmaɾ
caninez ka.niˈnes
trovador tɾo.βaˈðoɾ
coquina ko.ˈki.na
lapa ˈla.pa
visitador bi.si.taˈðoɾ
usted us.ˈteð
campana kamˈpa.na
miembro ˈmjem.bɾo
desagarrar des.a.ɰaˈraɾ
abrochador a.βɾoˈtʃa.ðoɾ
carbunco kaɾˈbuŋ.ko
cobranza koˈβɾan.sa
estribor es.tɾiˈβoɾ
realmente reˈalˈmen̪.te
macona maˈko.na
adefesio a.ðe.ˈfe.sjo
aguarrada a.ɰwaˈra.ða
incertidumbre in.seɾ.ti.ˈðum.βɾe
procariota pɾo.ka.ˈɾjo.ta
norte ˈnoɾ.te
atenazar a.te.naˈsaɾ
aisenino aj.seˈni.no
abromar a.βɾoˈmaɾ
gamberro gam.ˈbe.ro
labranza laˈβɾan.sa
silabizar si.la.βiˈsaɾ
conocencia ko.noˈsen.sja
almud alˈmuð
almendro alˈmen.dɾo
monarca moˈnaɾ.ka
opinable o.piˈna.βle
incomparablemente iŋ.kom.paˈɾa.βleˈmen̪.te
agostar a.ɣosˈtaɾ
secretamente seˈkɾe.taˈmen̪.te
aromoso a.ɾoˈmo.so
briba ˈbɾi.βa
aborso aˈβoɾ.so
marbete maɾˈβe.te
diferencia di.feˈɾen.sja
queja ˈke.xa
cabriola ka.ˈβɾjo.la
almagradura al.ma.ɣɾaˈðu.ɾa
fundar funˈdaɾ
atesar a.teˈsaɾ
amenazar a.me.naˈsar
diego ˈdje.ɰo
cosecha koˈse.͡ʧa
adir aˈðiɾ
zarista saˈɾis.ta
afrentoso a.fɾen̪ˈto.so
chopazo tʃoˈpa.so
toxemia toˈkse.mja
fecundidad fe.kun̪.diˈðað
paseriforme pa.se.ɾi.fo̞ɾ.me
liderato ˌli.ðeˈɾa.to
maletero ma.leˈte.ɾo
chancro ˈtʃan.kɾo
eritrocito e.ɾi.tɾoˈsi.to
transcurso tɾansˈkuɾ.so
afinamiento a.fi.naˈmjen̪.to
delantealtar de.lan.te.alˈtaɾ
memez meˈmes
dentadura den.taˈðu.ɾa
sahumerio sa.u.ˈme.rjo
pensante penˈsan̪.te
estradiote es.tɾaˈðjo.te
sute ˈsu.te
alguien al.ɰjen
acahual a.kaˈwal
vereda beˈre.ða
amurcar a.murˈkar
chicolear tʃi.ko.leˈaɾ
airar ajˈɾaɾ
trigonal tɾi.ɣoˈnal
aclarador a.kla.ɾaˈðoɾ
pestilencia pes.tiˈlen̪.sja
contundente kon.tunˈden.te
agregar a.ɣɾeˈɣaɾ
carrerista ka.re.ˈɾis.ta
alarmador a.laɾ.maˈðoɾ
vertiente beɾˈtjen̪.te
poliarca po.liˈaɾ.ka
churumbel tʃu.ɾumˈbel
abderitano ab.de.ˈɾi.ta.no
amento ã'mẽn̦.to
literario li.teˈɾa.ɾjo
provocador pɾo.βo.kaˈðor
progresista pɾo.ɣɾeˈsis.ta
vendedor ben̪.deˈðoɾ
polvareda pol.βa.ˈɾe.ða
entiznar en̪.tisˈnaɾ
panfleto panˈfle.to
gorgoritear goɾ.ɣo.ɾi.teˈaɾ
rejonazo re.xoˈna.so
cosificar ko.si.fiˈkaɾ
esquinela es.kiˈne.la
desuso de.'su.so
auxiliador aw.ksi.ljaˈðoɾ
guardamangier gwaɾ.ða.manˈxjeɾ
lastimar las.tiˈmaɾ
funcional fun.sjoˈnal
balasto baˈlas.to
unionista u.njoˈnis.ta
miso ˈmi.so
boda ˈbo.ða
chincol tʃiŋˈkol
jabera xaˈβe.ɾa
vector bek.ˈtoɾ
afligir a.fli.ˈxiɾ
experiencia eks.pe.ˈɾjen.sja
visita biˈsi.ta
culillo cuˈli.llo
vistoso bisˈto.so
balay baˈlaj
escudado es.kuˈða.ðo
batahola ba.taˈo.la
acusete a.kuˈse.te
ende ˈen.de
tablear ta.βleˈaɾ
ancestro anˈses.tɾo
secutor se.kuˈtoɾ
recreativo re.kɾe.aˈti.βo
normalista noɾ.ˈma.lis.ta
escavar es.kaˈβaɾ
decibelio de.siˈβe.ljo=
dignamente ˈdiɣ.naˈmen̪.te
glacis ˈgla.sis
adulciguar a.ðul.siˈɣwaɾ
operar o.peˈɾaɾ
desempercudir des.em.peɾ.kuˈðiɾ
adenoso a.ðeˈno.so
bronquiolo bɾon.ˈkjo.lo
crear kɾeˈaɾ
percutir ˌpeɾ.ku.ˈtiɾ
esquizofrenia es.ki.soˈfɾe.nja
sobremesana ˌso.βɾe.meˈsa.na
destacar des.taˈkaɾ
atoramiento a.to.ɾaˈmien̪.to
algarrobo al.ɰaˈro.βo
historial is.toˈɾjal
agriera aˈɣɾje.ɾa
sensato senˈsa.to
entendidamente en̪.ten̪ˈdi.ðaˈmen̪.te
alaria a.ˈla.ɾja
rural ruˈɾal
acostamiento a.kos.taˈmjen̪.to
montaje monˈta.xe
alborotoso al.βo.ɾoˈto.so
habiloso a.biˈlo.so
cuerpo ˈkweɾ.po
sobrevidriera ˌso.βɾe.βiˈdɾje.ɾa
ameritado a.me.ɾiˈta.ðo
pericardio pe.ɾi.ˈkaɾ.ðjo
purgativo puɾ.ɰaˈti.βo
acreer a.kɾeˈeɾ
abarbetar a.βaɾ.βe.teˈaɾ
vamos ˈba.mos
colmena kolˈme.na
desvivirse des.βiˈβiɾ.se
armonizar aɾ.mo.niˈsaɾ
abarrancar a.βa.raŋˈkaɾ
desnivel des.ni.ˈβel
gestante gesˈtan̪.te
cuadriyugo kwa.ðri.ˈʝu.ɣo
decagonal de.ka.ɣoˈnal
biota ˈbjo.ta
medievo meˈðje.βo
salvante salˈβan.te
quehacer ke.aˈseɾ
abravar a.βɾaˈβaɾ
despresurizar des.pɾe.su.ri.ˈsaɾ
brindis ˈbɾin̪.dis
alioli aˈljo.li
corazoncillo ko.ɾa.sonˈsi.ʎo
anorexia a.noˈɾek.sja
tablachero ta.βlaˈt͡ʃe.ɾo
pujamen puˈxa.men
infancia inˈfan.sja
quinto ˈkin.to
afeitadamente a.fejˈta.ðaˈmen̪.te
condescendiente kon.des.senˈdjen.te
informe inˈfoɾ.me
sisca ˈsis.ka
turolense tu.ɾo̞ˈlẽ̞n.se̞
enfriamiento en.fɾi.a.ˈmjen.to
formativo foɾ.maˈti.βo
adulto a.ˈðul.to
calcografiar kal.ko.ɣɾaˈfjaɾ
reflejo re.ˈfle.xo
pinzar pinˈsaɾ
degenerar de.xe.neˈɾaɾ
jugoso xuˈɣo.so
gemir xe.ˈmiɾ
creedor kɾe.eˈðoɾ
acensar a.senˈsaɾ
fortalecedor foɾ.ta.le.seˈðoɾ
derrotado de.roˈta.ðo
sufrido suˈfɾi.ðo
rajadura ra.xaˈðu.ɾa
disculpa dis.ˈkul.pa
acaudalador aˌkaw.ða.laˈðoɾ
yermo ˈʝeɾ.mo
sur ˈsuɾ
abobamiento a.βo.βaˈmjen̪.to
ulteriormente ul.teˈɾjoɾˈmen.te
cedulario se.ðuˈla.ɾjo
gracilidad gɾa.si.liˈðað
calentamiento ka.len.taˈmjen.to
gadolinio ga.ðo.ˈli.njo
aldea alˈde.a
sodomita so.ðoˈmi.ta
babilar ba.βiˈlaɾ
alucinar a.lu.siˈnaɾ
