aaronita a.a.ɾoˈni.ta
secularizar se.ku.la.ɾiˈsaɾ
secundar se.kunˈdaɾ
secundariamente se.kunˈda.ɾjaˈmen.te
secundario se.kunˈda.ɾjo
secura se.keˈðað
secutar se.kuˈtaɾ
secutor se.kuˈtoɾ
sedadera se.ðaˈðe.ɾa
sedal seˈðal
sedante seˈðan.te
sedar seˈðaɾ
sedativo se.ðaˈti.βo
sedente seˈðen.te
sediento seˈðjen.to
seer seˈeɾ
seglar seˈɰlaɾ
segregar se.ɣɾe.ˈɣaɾ
seguida seˈɰi.ða
seguidamente seˈɰi.ðaˈmen.te
seguidero se.ɰiˈðe.ɾo
seguido seˈɰi.ðo
seguidor se.ɰiˈðoɾ
seguimiento se.ɣiˈmjen̪.to
segundo seˈgun̪.do
seguridad se.ɰu.ɾi.ˈðað
seis sejs
seiscientos sejsˈsjen̯.tos
sel sel
selenita se.leˈni.ta
sellar se.ˈʎaɾ
sello ˈse.ʝo
selva selˈβa
sema ˈse.ma
semana se.ˈma.na
semejable se.meˈxa.βle
semejablemente se.meˈxa.βleˈmen̪.te
semejantemente se.meˈxan̪.teˈmen̪.te
semejanza se.meˈxan.sa
semejar se.meˈxar
semen ˈse.men
semental se.menˈtal
sementar se.men̪ˈtaɾ
semestral se.meș.ˈtral
semestre seˈmes.tɾe
semiforme se.miˈfoɾ.me
semilla seˈmi.ʎa
seminario se.miˈna.ɾjo
semitismo se.miˈtis.mo
sempiterno sem.piˈteɾ.no
senara seˈna.ɾa
sencillamente sen.si.ʎaˈmen.te
sencillez sen.siˈʎes
sencillo senˈsi.ʝo
senda ˈsen.da
sendero senˈde.ɾo
senectud se.nekˈtuð
senil seˈnil
seno ˈse.no
sensacional sen.sa.sjoˈnal
sensato senˈsa.to
sensibilidad sen.si.βi.liˈðað
sensorial sen.soˈɾjal
sensorio senˈso.ɾjo
sensual senˈswal
sentada senˈta.ða
sentamiento sen.taˈmjen.to
sentar senˈtaɾ
sentencia sen.ˈten.sja
sentidamente sen̪ˈti.ðaˈmen̪.te
sentido senˈti.ðo
sentimiento sen.ti.ˈmjen.to
sentir sen̪ˈtiɾ
seo ˈse.o
separadamente se.paˈɾa.ðaˌmen̪.te
separar se.paˈɾaɾ
separata se.paˈɾa.ta
sepelio seˈpe.ljo
sepia ˈse.pja
sepsis ˈsep.sis
septentrional sep.ten̪.tɾjoˈnal
septiembre sepˈtjem.bɾe
septo ˈsep.to
septuplicar seks.tu.pliˈkaɾ
sepultar se.pulˈtaɾ
sepulturero se.pul.tuˈɾe.ɾo
sequedad se.ke.ˈðað
ser seɾ
serbio ˈser.bjo
serbocroata seɾ.βo.kɾoˈa.ta
serenidad se.ɾe.ni.ˈðað
serie ˈse.ɾje
seriedad se.ɾjeˈðað
serio ˈse.ɾjo
serosidad se.ɾo.siˈðað
seroso seˈɾo.so
serpiente seɾˈpjen.te
serraduras se.raˈðu.ɾas
serrano seˈra.no
serreta seˈre.ta
serrucho seˈru.tʃo
servicial seɾ.βiˈsjal
servicialmente seɾ.βiˈsjalˈmen̪.te
serviciar seɾ.βiˈsjaɾ
servicio seɾˈβi.sjo
servidor seɾ.βiˈðoɾ
servil seɾˈβil
servilleta seɾ.βiˈʎe.ta
servilletero seɾ.βi.ʎe.ˈte.ɾo
servio ˈseɾ.bjo
serviola seɾˈβjo.la
servomecanismo seɾ.βo.me.ka.ˈnis.mo
sesenta se.ˈsen.ta
sesgar ses.ˈgaɾ
sesionar se.sjoˈnaɾ
sesquipedal ses.ki.peˈðal
sestercio sesˈteɾ.sjo
setecientos se.te.sien.tos
setenta se.ˈten.ta
setiembre seˈtjem.bɾe
severamente seˈβe.ɾaˈmen̪.te
severidad se.βe.ɾiˈðað
severo seˈβe.ɾo
sevicia seˈβi.sja
sexo ˈse.kso
sextante segs.ˈtan.te
sexto ˈseks.to
sextuplicar seks.tu.pliˈkaɾ
sexual sekˈswal
sexualidad sek.swa.liˈðað
si si
sibarita si.βa.ˈɾi.ta
sic ˈsik
sicalipsis si.kaˈlip.sis
sicario siˈka.ɾjo
siciliano si.si.ˈlja.no
sicofanta si.koˈfan.ta
sicofante si.koˈfan.te
sicomoro si.koˈmo.ɾo
siderurgia si.ðeˈɾuɾ.xja
sidra si.ðɾa
siempre ˈsjem.pɾe
sien ˈsjen
sierpe ˈsjeɾ.pe
siesta ˈsjes.ta
siete ˈsje.te
sietecolores sje.te.ko.ˈlo.ɾes
sigilo siˈxi.lo
siglo ˈsi.ɰlo
signar siɣˈnaɾ
signatario siɣ.naˈta.ɾjo
significador sik.ni.fi.kaˈðoɾ
significante sig.ni.fiˈkan.te
significar sik.niˈfi.ka
significativo sig.ni.fi.kaˈti.βo
siguiente siˈɰjen.te
silabar si.laˈβaɾ
silabear si.la.βeˈaɾ
silabizar si.la.βiˈsaɾ
silampa siˈlam.pa
silbato silˈβa.to
silenciar si.lenˈsjaɾ
silga ˈsil.ɰa
silgar silˈɰaɾ
silicio siˈli.sjo
silicona si.liˈko.na
silicosis si.li.ˈko.sis
silo ˈsi.lo
silogismo si.loˈxis.mo
silueta siˈlwe.ta
silvestre silˈβes.tɾe
silvicultura sil.βi.kulˈtu.ɾa
sima ˈsi.ma
simia ˈsi,mja
simiente siˈmjen.te
similitud si.mi.liˈtuð
similitudinario si.mi.li.tu.ðiˈna.ɾjo
similor si.miˈloɾ
simio ˈsi,mjo
simple ˈsim.ple
simplemente ˈsim.ple.men̪.te
simplicidad sim.pli.siˈðað
simplismo simˈplis.mo
simplista simˈplis.ta
simposio simˈpo.sjo
simulacro si.muˈla.kɾo
simulador si.mu.laˈðoɾ
simular si.muˈlaɾ
simultaneidad si.mul.ta.nejˈðað
sin sin
sinalefa si.na.ˈle.fa
sinapsis si.ˈnap.sis
sincretismo siŋ.kɾeˈtis.mo
sincronismo siŋ.kɾoˈnis.mo
sincronizar sin.kɾo.niˈsaɾ
sindicar sin̪.di.ˈkaɾ
sindicato sin.di.ˈka.to
sinecura si.neˈku.ɾa
sinergia si.ˈneɾ.xja
singa ˈsiŋ.ga
singar ˈsiŋ.gaɾ
singladura sin.glaˈðu.ɾa
singlar sinˈglaɾ
single ˈsiŋ.gle
singularidad siŋ.guˈlaɾ.men̪.te
singularmente siŋ.gu.laɾˈmen̪.te
siniestrado siˈnjes.tɾa.ðo
siniestramente siˈnjes.tɾaˈmen̪.te
siniestro siˈnjes.tɾo
sinople si.ˈno.ple
sinovia si.ˈno.βja
sinsabor sinˈsa.βoɾ
sinsonte sin.ˈson.te
sinsorgo sinˈsoɾ.ɰo
sintagma sin.ˈtag.ma
sintaxis sin.ˈta.ksis
sinterizar sin̪.te.ɾiˈsaɾ
sintetizar sin.te.tiˈsaɾ
sintonizar sin̪.to.niˈsaɾ
sinuoso siˈnwo.so
sinusitis si.nu.ˈsi.tis
siquier siˈkjeɾ
siquiera siˈkje.ɾa
sirena siˈɾe.na
sirgar siɾ.ˈɰaɾ
sirimiri si.ɾi.ˈmi.ɾi
sirte siɾˈte
sirviente siɾˈβjen.te
sisca ˈsis.ka
sismo 'siz.mo
sitiar siˈtjaɾ
sitio ˈsi tjo
sito ˈsi.to
situar siˈtwaɾ
slip ˈslip
sobaco soˈβa.ko
sobaquina so.βaˈki.na
sobar so.ˈβaɾ
soberado so.βeˈɾa.ðo
soberbia ˈso.βeɾ.βja
sobornar so.βoɾˈnaɾ
sobrante soˈbɾan̪.te
sobrar soˈβɾaɾ
sobre ˈso.βɾe
sobreabundar so.βɾe.a.βun̪ˈdaɾ
sobrebarrer so.βɾe.βaˈreɾ
sobrecrecer so.βɾe.kɾeˈseɾ
sobrecubierta ˌso.βɾe.kuˈβjeɾ.ta
sobreentender so.βɾen̪.ten̪ˈdeɾ
sobreexceder so.βɾe.eks.seˈðeɾ
sobregirar so.βɾe.xiˈɾaɾ
sobrejuanete so.βɾe.xwaˈne.te
sobremesa so.βɾeˈme.sa
sobremesana ˌso.βɾe.meˈsa.na
sobrenatural so.βɾe.na.tuˈɾal
sobrentender so.βɾen̪.ten̪ˈdeɾ
sobrepeso so.βɾe.ˈpe.so
sobrerropa ˌso.βɾeˈro.pa
sobrescribir ˌso.βɾes.kɾiˈβiɾ
sobresueldo so.βɾeˈswel.do
sobretodo ˌso.βɾeˈto.ðo
sobrevesta so.βɾeˈβes.ta
sobreveste so.βɾeˈβes.te
sobrevestir ˌso.βɾeˈβes.tiɾ
sobrevidriera ˌso.βɾe.βiˈdɾje.ɾa
sobrevienta so.βɾeˈβjen.ta
sobreviento so.βɾeˈβjen.to
sobrevista so.βɾeˈβis.ta
sobreviviente ˌso.βɾe.βiˈβjen.te
sobrevivir so.βɾe.βiˈβiɾ
sobrevolar so.βɾe.βoˈlaɾ
sobrexceder so.βɾeks.seˈðeɾ
sobrio ˈso.βɾjo
sociable soˈsja.βle
socialismo so.sjaˈlis.mo
socialista so.sjaˈlis.ta
sociedad so.sje.ˈðað
socio ˈso.sjo
socorredor so.ko.reˈðoɾ
socorrer so.koˈreɾ
socorrido so.koˈri.ðo
socorro soˈko.ro
sodio ˈso.ðjo
sodomita so.ðoˈmi.ta
sodomizar so.ðo.miˈsaɾ
soez soˈes
sofaldar so.fal.ˈðaɾ
sofito soˈfi.to
soflamar so.flaˈmaɾ
soflamero so.flaˈme.ro
sofocar so.foˈkaɾ
software ˈsov.tweɾ
soga ˈso.ɣa
solacear so.la.seˈaɾ
solada soˈla.ða
solado soˈla.ðo
solador so.laˈðoɾ
soladura so.laˈðu.ɾa
solamente ˈso.laˈmen̪.te
solana soˈla.na
solanar so.laˈnaɾ
solanina so.laˈni.na
solano soˈla.no
solapa soˈla.pa
solapadamente so.laˈpa.ðaˈmen̪.te
solapado so.laˈpa.ðo
solapar so.laˈpaɾ
soldador sol.da.ˈðoɾ
soldadura sol.ðaˈðu.ɾa
soldar solˈdar
solecismo so.leˈsis.mo
soledad so.leˈðað
solemnidad so.lem.niˈðað
soler soˈleɾ
solfear sol.feˈaɾ
solferino sol.feˈɾi.no
solicitar so.li.siˈtaɾ
solicitud so.li.siˈtuð
solidaridad so.li.ða.ɾiˈðað
solideo so.li.ˈðe.o
solidez so.li.ðes
solitariamente so.liˈta.ɾjaˈmen̪.te
solitario so.liˈta.ɾjo
solo ˈso.lo
soltar solˈtaɾ
soltero solˈte.ɾo
sombra ˈsom.bɾa
sombrajo somˈbɾa.xo
sombrero somˈbɾe.ɾo
somera soˈme.ɾa
someramente soˌme.ɾaˈmen̪.te
somero soˈme.ɾo
someter so.meˈteɾ
somnambulismo som.nam.buˈlis.mo
somnoliento som.noˈljen̪.to
sonaja soˈna.xa
sonambulismo so.nam.buˈlis.mo
sonido so.ˈni.ðo
sonorense so.noˈɾen.se
sonoridad so.no.ɾiˈðað
sonoro soˈno.ɾo
sonrisa sonˈri.sa
sonrojar son.roˈxaɾ
sonrojear son.ro.xeˈaɾ
sonsacar son.saˈkaɾ
sonso ˈson.so
sonsonete son.soˈne.te
sopar soˈpaɾ
soponcio soˈpon.sjo
sopor soˈpoɾ
soporoso so.poˈɾo.so
soportar so.poɾˈtaɾ
sorber soɾˈβeɾ
sorbete soɾˈβe.te
sorbible soɾˈβi.βle
sordera soɾˈðe.ɾa
sordina soɾˈði.na
sorgo ˈsoɾ.ɰo
soro ˈso.ɾo
sorprender soɾ.pɾenˈdeɾ
sorpresa soɾˈpɾe.sa
sorteo soɾˈte.o
sortija soɾˈti.xa
sosegadamente so.seˈɰa.ðaˈmen.te
sosegado so.seˈɰa.ðo
sosegar so.seˈɰaɾ
sosera soˈse.ɾa
sosero soˈse.ɾo
soslayar sos.laˈʝaɾ
soso ˈso.so
sospecha sosˈpe.tʃa
sospechable sos.peˈtʃa.βle
sospechar sos.peˈʧaɾ
sospechosamente sos.peˈtʃo.saˈmen.te
sospechoso sos.peˈtʃo.so
sostenedor sos.te.neˈðoɾ
sostener sos.teˈneɾ
sostenido sos.teˈni.ðo
sostenimiento sos.te.niˈmjen.to
sostituir sos.ti.tuˈiɾ
sotavento so.ta.ˈβen.to
sote ˈso.te
soterrar so.te.ˈraɾ
sotreta soˈtɾe.ta
suabo ˈswa.βo
suave ˈswa.βe
suavidad swa.βiˈðað
suavizar swa.βiˈsaɾ
subarrendador su.βa.ren̪.daˈðor
subarrendamiento su.βa.ren̪.daˈmjen̪.to
subarrendar su.βa.ren̪ˈdar
subarrendatario su.βa..ren̪.daˈta.rjo
subarriendo su.βaˈrjen̪.do
subconsciente suβ.konˈsjen̪.te
subdirector suβ.ði.ɾekˈtoɾ
subempleo suβ.emˈple.o
subir su.biɾ
subjetivo sub.χe.ˈti.βo
subjuntivo sub.xun̪ˈti.βo
sublevar su.βleˈβaɾ
sublimar su.βliˈmaɾ
sublime suˈβli.me
sublingual sub.liŋ.ˈgwal
submarinista suβ.ma.ɾiˈnis.ta
submarino sub.ma.ˈɾi.no
subnormal sub.noɾˈmal
subrepticiamente suβ.ɾep.ti.sja'men̪.te
subrepticio su.βɾepˈti.sjo
subscribir sus.kɾiˈβiɾ
subscripto suβsˈkɾip.to
subscrito suβsˈkɾi.to
subsidio sub.ˈsi.ðjo
subsistir suβ.sisˈtiɾ
substantivar suβs.tan̪.tiˈβaɾ
substantivo subs.tan̪ˈti.βo
substituir sus.tiˈtwiɾ
substractivo suβs.tɾakˈti.βo
substraendo suβs.tɾaˈen̪.do
substraer suβs.tɾaˈeɾ
substrato suβsˈtɾa.to
subte ˈsuβ.te
subtilizar sub.ti.liˈsaɾ
subtitular sub.ti.tuˈlaɾ
suburbio suˈβuɾ.βjo
subvenir su.beˈniɾ
subyugar suβ.ʝuˈɰaɾ
succionar su.ksjoˈnaɾ
suceder su.seˈðeɾ
suceso suˈse.so
suciedad su.sjeˈðað
sucre ˈsu.kɾe
suculentamente su.kuˈlen̪.taˈmen̪.te
suculento su.kuˈlen.to
sucumbir su.kumˈbiɾ
sucursal su.kuɾˈsal
sud ˈsud
sudaca suˈða.ka
sudamericano su.ða.me.ɾiˈka.no
sudor suˈð̞oɾ
sueco ˈswe.ko
suegra ˈswe.ɰɾa
suegro ˈswe.ɰɾo
suelto ˈswel to
suero ˈswe.ɾo
suficiencia su.fiˈsjen.sja
suficiente su.fiˈsjen̪.te
suficientemente su.fiˈsjen.teˈmen̪.te
sufijo suˈfi.xo
sufragio suˈfɾa.xjo
sufrible suˈfɾi.βle
sufridero su.fɾiˈðe.ɾo
sufrido suˈfɾi.ðo
sufridor su.fɾiˈðoɾ
sufrimiento su.fɾiˈmjen.to
sufrir suˈfɾiɾ
sugerencia su.xeˈɾen.sja
sugerente su.xeˈɾen.te
sugerir su.xeˈɾiɾ
suicidarse swi.siˈðaɾ.se
suicidio swiˈsi.ðjo
suizo ˈswi.so
sujetar su.xeˈtaɾ
sujeto suˈxe.to
sulcar sulˈkaɾ
sulfato sulˈfa.to
sulfurar sul.fuˈɾaɾ
sulfuro sulˈfu.ɾo
sumamente ˈsu.maˈmen̪.te
sumar su.ˈmaɾ
sumariamente suˈma.ɾjaˈmen̪.te
sumario suˈma.ɾjo
sumerio suˈme.ɾjo
sumiller su.miˈʎeɾ
suministrar su.mi.nisˈtɾaɾ
sumiso suˈmi.so
sumoscapo su.mosˈka.po
sunco ˈsuŋ.ko
suntuario sun̪ˈtwa.ɾjo
superable su.peˈɾa.βle
superabundancia ˌsu.peɾ.a.βunˈdan.sja
superabundante ˌsu.peɾ.a.βunˈdan.te
superabundantemente su.peɾ.a.βun.dan.teˈmen.te
superador su.pe.ɾaˈðoɾ
superante su.peˈɾan.te
superar su.peˈɾaɾ
superbamente suˈpeɾ.βaˈmen.te
superbia suˈpeɾ.βja
superbo suˈpeɾ.βo
superchero su.peɾˈtʃe.ɾo
superciliar su.peɾ.siˈljaɾ
supereminencia ˌsu.peɾ.e.miˈnen.sja
supereminente ˌsu.peɾ.e.miˈnen.te
supererogatorio ˌsu.peɾ.e.ɾo.ɰaˈto.ɾjo
superficial su.peɾ.fiˈsjal
superficialmente su.peɾ.fiˈsjal.men̪.te
superfluo suˈpeɾ.flwo
superior su.peˈɾioɾ
superioridad su.pe.ɾjo.ɾiˈðað
superlativo su.peɾ.laˈti.βo
supernova su.perˈno.βa
supersticiosamente su.peɾs.tiˈsjo.saˈmen.te
supervalorar ˌsu.peɾ.βa.loˈɾaɾ
superviviente ˌsu.peɾ.βiˈβjen̪.te
supervivir ˌsu.peɾ.βiˈβiɾ
supino suˈpi.no
suplicar su.pliˈkaɾ
suplir suˈpliɾ
suponedor su.po.neˈðoɾ
suponer su.poˈneɾ
supositicio su.po.siˈti.sjo
supositivo su.po.siˈti.βo
supositorio su.po.siˈto.rjo
supranacional su.pɾa.na.sjoˈnal
suprarrenal ˌsu.pɾa.ˈre.nal
supremo suˈpɾe.mo
sur ˈsuɾ
sura ˈsu.ɾa
surcar suɾˈkaɾ
surcir suɾˈsiɾ
surcoreano suɾ.ko.ɾe.ˈa.no
surf ˈsuɾf
surgidero sur xi ˈðe ro
surgir suɾˈxiɾ
suripanta su.ɾiˈpan.ta
surrealismo su.re.aˈlis.mo
suscitar su.siˈtaɾ
suscribir sus.kɾiˈβiɾ
suscripto susˈkɾip.to
suscrito susˈkɾi.to
susidio suˈsi.ðjo
susodicho su.soˈði.tʃo
suspensorio sus.pen.ˈso.ɾjo
suspirar sus.piˈɾaɾ
sustancia susˈtan.sja
sustantivar sus.tan̪.tiˈβaɾ
sustantivo sus.tan̪ˈti.βo
sustituir sus.tiˈtwiɾ
susto ˈsus.to
sustractivo sus.tɾakˈti.βo
sustraendo sus.tɾaˈen̪.do
sustraer sus.tɾaˈeɾ
sustrato susˈtɾa.to
susurrador su.su.raˈðoɾ
susurrante su.suˈran̪.te
susurrar su.suˈraɾ
susurrido su.suˈri.ðo
sute ˈsu.te
sutil suˈtil
sutileza su.tiˈle.sa
sutilidad su.ti.liˈðað
sutilizador su.ti.li.saˈðoɾ
sutilizar su.ti.liˈsaɾ
sutilmente suˈtilˈmen.te
sutorio suˈto.ɾjo
sutura suˈtu.ɾa
suturar su.tuˈɾaɾ
suyo ˈsu.ʝo
taba ˈta.βa
tabacal ta.βaˈkal
tabacalero ta.βa.ka.ˈle.ɾo
tabanco taˈβan.ko
tabanque taˈβan.ke
tabaque taˈβa.ke
tabaquismo ta.βa.ˈkis.mo
tabique ta.βi.ˈke
tablachero ta.βlaˈt͡ʃe.ɾo
tablachina ta.βlaˈt͡ʃi.na
tablacho taˈβla.t͡ʃo
tablaje taˈβla.xe
tablajero ta.βlaˈxe.ɾo
tablao taˈβla.o
tablazo taˈβla.so
tablear ta.βleˈaɾ
tablestaca ta.βlesˈta.ka
tablestacado ta.βles.taˈka.ðo
tabletear ta.βle.teˈaɾ
tabloide taˈβloj.ðe
tablonaje ta.βloˈna.xe
tabloza taˈβlo.sa
tabolango ta.βoˈlaŋ.go
tabonuco ta.βoˈnu.ko
tabulador ta.βu.laˈðoɾ
tacataca ˌta.ka.ˈta.ka
tacha taˈtʃa
tachero taˈtʃe.ɾo
tachonar ta.tʃoˈnaɾ
taciturno ta.siˈtuɾ.no
taclobo taˈklo.βo
tacto ˈtak to
tacuaco taˈkwa.ko
tacuara taˈkwa.ɾa
taekwondo tajˈkwon.do
tafilete ta.fiˈle.te
tagalo ˈta.ɣa.lo
tahitiano taj.ˈtja.no
taifa ˈtaj.fa
taimarse tajˈmaɾ.se
taina ˈtaj.na
taita ˈtaj.ta
tajamar ta.xa.ˈmar
tajante taˈxan.te
tajaraste ta.xaˈɾas.te
tajo ˈta.xo
taladrar ta.laˈðɾaɾ
taladro taˈla.ðɾo
talante taˈlan̯.te
talco ˈtal.ko
talego taˈle.ɰo
talento ta.ˈlen.to
talentoso ta.len.ˈto.so
talio ˈta.ljo
tallador ta.ʎaˈðoɾ
talonario ta.loˈna.ɾjo
talonear ta.lo.neˈaɾ
talonero ta.loˈne.ɾo
talpa ˈtal.pa
talparia talˈpa.ɾja
talque ˈtal.ke
talquita talˈki.ta
talud taˈluð
talvez talˈβes
talvina talˈβi.na
tamal taˈmal
tamarindo ta.maˈɾin̪.ðo
tamarugal ta.ma.ɾuˈɰal
tamarugo ta.maˈɾu.ɰo
tambor tamˈboɾ
tambora tam.ˈbo.ɾa
tamboril tam.boˈɾil
tamborino tam.boˈɾi.no
tamil ta.ˈmil
tamizar ta.miˈsaɾ
tamo ˈta.mo
tampoco tamˈpo.ko
tanatorio ta.naˈto.ɾjo
tanda ˈtan.da
tandear taŋ.deˈaɾ
tandero taŋˈde.ɾo
tangencia taŋˈxen.sja
tangente taŋˈxen̪.te
tangerino tan.xeˈɾi.no
tangir taŋˈxiɾ
tano ˈta.no
tantalio tanˈta.ljo
tanto ˈtan.to
tapadera ta.paˈðe.ɾa
tapajuntas ta.paˈxun̪.tas
tapar taˈpaɾ
taparear ta.pa.ɾeˈaɾ
tapayagua ta.pa.ˈʝa.ɰwa
tapera taˈpe.ɾa
taquigrafiar ta.ki.ɣɾaˈfjaɾ
taquilla taˈki.ʎa
taquipnea ta.kipˈne.a
tara ˈta.ɾa
taraceador ta.ɾa.se.aˈðoɾ
taracear ta.ɾa.seˈaɾ
tarafe taˈɾa.fe
taranta taˈɾan̪.ta
tarantela ta.ɾanˈte.la
tarea taˈɾe.a
tarida taˈɾi.ða
tarifa ta.ˈɾi.fa
tarifar ta.ɾiˈfaɾ
tarificar ta.ɾi.fiˈkaɾ
tarjeta taɾˈxe.ta
tarjetearse taɾ.xe.teˈaɾ.se
tarlatana taɾ.laˈta.na
tarrico taˈri.ko
tarro ˈta.ro
tarso ˈtar.so
tarta ˈtaɾ.ta
tartalear taɾ.ta.leˈaɾ
tartamudez taɾ.ta.mu.ˈðes
tartamudo taɾ.taˈmu.ðo
tartufo tarˈtu.fo
taruga taˈɾu.ɣa
tarugo taˈɾu.ɣo
tasador ta.saˈðoɾ
tasco ˈtas.ko
tatarabuelo ta.ta.ɾaˈβwe.lo
tauro ˈtaw.ɾo
taxativo tak.saˈti.βo
taxi ˈta.ksi
taxidermia tak.siˈðeɾ.mja
taxidermista tak.si.ðeɾˈmis.ta
taza ˈta.sa
tea ˈte.a
teatro teˈa.tɾo
techo ˈte.tʃo
tecla ˈte.kla
teclado teˈkla.ðo
tecnicismo tek.niˈsis.mo
tecol teˈkol
tedio ˈte.ðjo
tehuelche teˈwel.tʃe
tejer teˈxeɾ
tejido te.ˈxi.ðo
tejolote te.xoˈlo.te
tejuela teˈxwe.la
tela ˈte.la
tele ˈte.le
telegrafiar te.le.ɣɾaˈfjaɾ
telegrafista te.le.ɣɾaˈfis.ta
telegrama te.leˈgɾa.ma
telescopio ˌte.les.ˈko.pjo
teletipo te.leˈti.po
televisivo te.le.βiˈsi.βo
televisor te.le.βiˈsoɾ
tembladal tem.blaˈðal
tembladeral tem.bla.ðeˈɾal
temblador ˌtem.blaˈðoɾ
temblante temˈblan̪.te
temblar temˈblaɾ
tembleque temˈble.ke
temblequear tem.ble.keˈaɾ
temblequera tem.bleˈke.ɾa
tembletear tem.ble.teˈaɾ
tembliquear tem.bli.keˈaɾ
tembloroso ˌtem.bloˈɾo.so
tembloso ˌtemˈblo.so
temer teˈmeɾ
temerariamente te.meˈɾa.ɾjaˈmen̪.te
temerario te.meˈɾa.ɾjo
temerosamente te.meˈɾo.saˈmen̪.te
temeroso te.meˈɾo.so
temor te.ˈmoɾ
temoso teˈmo.so
temperatura tem.pe.ɾa.ˈtu.ɾa
tempestad tem.pesˈtað
tempestuosamente tem.pesˈtwo.saˈmen̪.te
templista temˈplis.ta
tempo ˈtem.po
temporada tem.poˈɾa.ða
temporalidad tem.po.ɾa.liˈðað
temporalizar tem.po.ɾa.liˈsaɾ
temporalmente tem.poˈɾalˈmen.te
temporario tem.poˈɾa.ɾjo
temporejar tem.po.ɾeˈxaɾ
temporero tem.poˈɾe.ɾo
temporil tem.poˈɾil
temporizador tem.po.ɾi.saˈðoɾ
temporizar tem.po.ɾiˈsaɾ
tempranal tem.pɾaˈnal
tempranamente temˈpɾa.naˈmen.te
temprano temˈpɾa.no
temu ˈte.mu
ten ˈten
tenacidad te.na.siˈðað
tenca ˈteŋ.ka
tendalada ten.daˈla.ða
tendedero ten̪.deˈðe.ɾo
tendencia tenˈden.sja
tendero ten.deˈɾo
tendinitis ten.diˈni.tis
tenebrosamente te.neˈβɾo.saˈmen̪.te
tenedor te.neˈðoɾ
tener teˈneɾ
tentador ten̪.taˈðoɾ
tentalear ten.ta.le.ˈaɾ
tentar ten̪ˈtaɾ
tentativo ten̪.taˈti.βo
tenue ˈte.nwe
tenuidad te.nwiˈðað
teocracia te̞.o̞ˈkra̠.sja̠
teodicea teo.di.cˈe.a
teorema teo.ˈɾe.ma
terapeuta te.ɾaˈpew.ta
terapia teˈɾa.pja
tercamente ˈteɾ.kaˈmen.te
tercena teɾˈse.na
tercenista teɾ.seˈnis.ta
tercer teɾˈse.ɾ
tercero teɾˈse.ɾo
tercia ˈteɾ.sja
terciopelo teɾ.sjoˈpe.lo
terco ˈteɾ.ko
terma ˈteɾ.ma
termal teɾˈmal
terminar teɾ.miˈnaɾ
termostato teɾ.mosˈta.to
terna ˈteɾ.na
ternera teɾˈne.ɾa
ternura teɾˈnu.ɾa
tero ˈte.ɾo
terquedad teɾ.keˈðað
terrecer te.reˈseɾ
terreno teˈre.no
terrestre t̪e̞ˈre̞s.tɾe̞
terribilidad te.ri.βi.liˈðað
terriblemente teˈri.βleˈmen.te
terriblez te.riˈβles
terribleza te.riˈβle.sa
territorio te.riˈto.ɾjo
terror teˈroɾ
terrorismo te.roˈɾis.mo
terrorista te.roˈɾis.ta
terso ˈteɾ.so
tersura teɾ.ˈsu.ɾa
tesar teˈsaɾ
tesauro teˈsaw.ɾo
tesela teˈse.la
tesis ˈte.sis
tesoro teˈso.ɾo
testaferro tes.ta.ˈfe.ro
testamento tes.taˈmen.to
testarudo tes.taˈɾu.ðo
testerillo tes.te.ˈɾi.ʎo
testero tesˈte.ɾo
testificar tes.ti.fiˈkaɾ
testigo tesˈti.ɣo
testimonio tes.tiˈmo.njo
tetera teˈte.ɾa
tetona teˈto.na
tetracordio te.tɾaˈkoɾ.ðjo
tetragonal te.tɾa.ɣoˈnal
tetro ˈte.tɾo
teucro ˈtew.kɾo
texto ˈteks.to
tez ˈtes
ti ti
tialina tja.ˈli.na
tibetano ti.β̞e.ˈta.no
tico ˈti.ko
tienda ˈtjen.ða
tierno ˈtjeɾ.no
tierra ˈtje.ra
tiesura tjeˈsu.ɾa
tifus ˈti.fus
tigra ˈti.gɾa
tigre ˈti.ɰɾe
tijera tiˈxe.ɾa
tildar tilˈðaɾ
tilde ˈtil.de
timba ˈtim.ba
timbo ˈtim.bo
timbre ˈtim.bɾe
timidez ti.mi.ˈðes
timple ˈtim.ple
tina ˈti.na
tinaja tiˈna.xa
tinajero ti.naˈxe.ɾo
tincar tiŋˈkaɾ
tincazo tiŋˈka.so
tino ˈti.no
tinta ˈtin.ta
tintero tin̟ˈte.ɾo
tiorba ˈtjoɾ.βa
tiovivo tjoˈβi.βo
tiple ˈti.ple
tiplisonante ti.pli.soˈnan.te
tiquismiquis ti.kisˈmi.kis
tiquizque ti.ˈkis.ke
tirabeque ti.ɾaˈβe.ke
tirador ti.ɾaˈðoɾ
tirafondo ti.ɾaˈfon.do
tiramiento ti.ɾaˈmjen.to
tiramira ti.ɾaˈmi.ɾa
tiranicida ti.ɾa.niˈsi.ða
tiranicidio ti.ɾa.niˈsi.ðjo
tiranizar ti.ɾa.niˈsaɾ
tirano tiˈɾa.no
tirar tiˈɾaɾ
tirio ˈti.ɾjo
tirita ti.ˈɾi.ta
tiritar ti.ɾiˈtaɾ
tiroides tiˈɾoj.des
tirria ˈti.rja
tirso ˈtiɾ.so
tisana tiˈsa.na
