aaronita a.a.4o"ni.ta
quijotesco ki.xo"tes.ko
quila "ki.la
quilate ki"la.te
quilla "ki.ʎa
quilogramo ki.lo."g4a.mo
quilombo ki"lom.bo
quilquil kil."kil
quiltro "kil.t4o
quima "ki.ma
quimba "kim.ba
quimera ki."me.4a
quimerista ki.me"4is.ta
quimerizar ki.me.4i"sa4
quimificar ki.mi.fi"ka4
quimo "ki.mo
quimono ki"mo.no
quincalla kiN"ka.ʎa
quince "kin.se
quincenal kin.se"nal
quinceno kin"se.no
quincho "kin.tSo
quindiano "kin_d"dja.no
quiniela ki"nje.la
quinientos ki.nien.tos
quinoto ki"no.to
quinqui "kiN.ki
quinto "kin.to
quintuplicar kin_d.tu.pli"ka4
quiosco "kjos.ko
quipu "ki.pu
quique "ki.ke
quiromancia ki.4o"man.sja
quirquincho ki4"kiJ.ʧo
quisca "kis.ka
quisquilloso kis.ki"ʎo.so
quitanieves ki.ta"nje.Bes
rabadilla ra.Ba"Di.ʎa
rabanal ra.Ba."nal
rabiar ra"Bja4
rabieta ra"Bje.ta
rabiosamente ra"Bjo.sa"men_d.te
rabo "ra.Bo
rabona ra"Bo.na
rabudo ra"Bu.Do
racial ra"sjal
raciocinio ra.sjo"si.njo
racionalizar ra.sjo.na.li."sa4
racionamiento ra.sjo.na"mjen.to
racismo ra"sis.mo
racista ra."sis.ta
radal ra"Dal
radar ra"Da4
radicalmente ra.Di"kal"men_d.te
radicando "an_d.do
radicar ra.Di"ka4
radicoso ra.Di"ko.so
radiografiar ra.Djo.G4a"fja4
radiograma ra.Djo"G4a.ma
radiotelegrafiar %ra.Djo.te.le.G4a"fja4
radiotelegrama ra.Djo.te.le"G4a.ma
raigambre raj."M\am.B4e
raja "ra.xa
rajable ra"xa.Ble
rajadizo ra.xa"Di.so
rajador ra.xa"Do4
rajadura ra.xa"Du.4a
rajar ra"xa4
rajeta ra"xe.ta
ralbar ral"Ba4
ralo "ra.lo
ramera ra"me.4a
ramo "ra.mo
ramonear ra.mo.ne"a4
ramoso ra."mo.so
rampante ram."pan.te
rana "ra.na
ranacuajo 4a.na"kwa.xo
rancho "ran.tSo
rancio "ran_+.sjo
rancor raN"ko4
randa "ran.da
rango "raN.go
ranura ra."nu.4a
rapar ra"pa4
rapaz ra"pas
rapidez ra.pi"Des
rapto "rap.to
raqueta ra"ke.ta
raquianestesia ra.kja.nes"te.sja
raquis "ra.kis
raramente ra.4a"men_d.te
raro "ra.4o
rasadura ra.sa"Du.4a
rasamente "ra.sa"men_d.te
rasar ra"sa4
rasarse ra"sa4.se
rascacielos ras.ka"sje.los
rascar ras"ka4
rascuache ras"kwa.tSe
rasera ra"se.4a
rasero ra"se.4o
rasgador ras.Ga"Do4
rasgadura ras.Ga"Du.4a
rasgo "ras.M\o
raspajo ras"pa.xo
raspar ras."pa4
ratificar ra.ti.fi"ka4
ratio "ra.tjo
rayar ra.j\a4
raza "ra.sa
razonable ra.so"na.Ble
razonar ra.so"na4
re re
reagrupamiento re.a.G4u.pa"mjen_d.to
reagrupar re.a.G4u'pa4
reajustar re.a.xus"ta4
realismo 4e.a."lis.mo
realizar re.a.li"sa4
realme re"al.me
realmente re"al"men_d.te
realzar re.al"sa4
rebaba re"Ba.Ba
rebalaje re.Ba"la.xe
rebanar re.Ba"na4
rebeca re"Be.ka
rebeco re"Be.ko
rebelarse re.Be"la4.se
rebelde re"Bel.De
rebencazo re.BeN"ka.so
rebitar re.Bi"ta4
reblandecer re.Blan_d.de"se4
rebotar re.Bo"ta4
rebote re"Bo.te
rebrotar re.B4o"ta4
rebujar re.Bu"xa4
rebuscador re.Bus.ka"Do4
rebuscamiento re.Bus.ka"mjen_d.to
rebuscar re.Bus"ka4
rebutir re.Bu"ti4
rebuznar re.Bus"na4
recabar re.ka"Ba4
recalcitrar re.kal.si"t4ar
recambiar re,kam"bja4
recatadamente re.ka"ta.Da.men_d.te
recavar re"ka.Ba4
receta re"se.ta
rechazador re.tSa.sa"Do4
rechazamiento re.tSa.sa"mjen.to
rechifla re"tSi.fla
rechiflar re.tSi"fla4
rechinar re.tSi"na4
rechoncho re"ʧon.ʧo
reciamente "re.sja"men.te
reciclamiento re.si.kla."mjen_^.to
recientemente re"sjen.te"men.te
recinchar re.sin"tSa4
recipiente re.si"pjen_d.te
reciprocar re.si.p4o"ka4
recitar re.si"ta4
reclamante re.kla"man_d.te
reclutamiento re.klu.ta"mjen.to
reclutar 4e.klu"ta4
recodo re"ko.Do
recolectar re.ko.lek"ta4
recomerse re.ko"me4.se
reconciliar re.kon.si"lja4
reconcomerse re.koN.ko"me4.se
reconcomio re.koN"ko.mjo
reconocedor %re.ko.no.se"Do4
reconocer %re.ko.no"se4
reconocible %re.ko.no"si.Ble
reconocidamente %re.ko.no"si.Da"men_d.te
reconocimiento %re.ko.no.si"mjen_d.to
reconstruir rekonstru"ir
reconvalecer re.kom.ba.le"se4
reconvenir re.kom.be"ni4
recopilar re.ko.pi"la4
recordar re.ko4."da4
recortar re.ko4"ta4
recreativo re.k4e.a"ti.Bo
recrecer re.k4e"se4
recrudecer re.k4u.De"se4
rectamente rek.ta"men_d.te
rectificar rek.ti.fi"ka4
recto "rek.to
recuadrar 4e"kwa.D4o
recular re.ku"la4
recuperable re.ku.pe"4a.Ble
recuperador re.ku.pe.4a"Do4
recuperar re.ku.pe"4a4
recuperativo re.ku.pe.4a"ti.Bo
recura re"ku.4a
recurar re.ku"rar
recurrente re.ku"ren_d.te
recurrir re.ku"ri4
recurso re"ku4.so
recusable re.ku"sa.Ble
recusar re.ku"sa4
red red
redactar re.Dak"ta4
redecilla re.De."si.ʎa
redefinir re.de.fi"nir
redituar re.Di"twa4
redivivo re.Di"Bi.Bo
redomado re.Do"ma.Do
redondo re."Don.Do
reducidor re.Du.si"Do4
redundancia re.Dun_d"dan.sja
redundante re.Dun"dan_d.te
reduplicar re.Du.pli"ka4
reelegir re.e.le"xi4
reescribir re.es.k4i"Bi4
reestrenar re.es.tren"ar
refajo re"fa.xo
refectorio re.fek."to.4jo
referencia re.fe."4en.sia
referendo re.fe"4en_d.Do
referir re.fe"4i4
refitolero re.fi.to"le.4o
reflejar re.fle.xa4
reflejo re."fle.xo
reflexivo re.flek"si.Bo
reflorecer re.flo.4e"se4
reforma re"fo4.ma
reforzar re.fo4"sa4
refractario 4e.f4ak."ta.4jo
refranero re.f4a"ne.4o
refregar re.f4e"Ga4
refrenar re.f4e"na4
refresco re."f4es.ko
refugiar re.fu"xja4
refulgencia re.ful"xen"sja
refulgente re.ful"xen_d.te
refulgir re.ful"xi4
refutar refu"ta4
regala re"M\a.la
regaliz re.M\a"lis
regar re"M\a4
regencia re"xen.sja
regio "re.xjo
regionalismo re.xjo.na"lis.mo
registrador re.xis"t4a.Do4
registrar re.xis"t4a4
registro re"xis.t4o
regordido re.M\o4"Di.Do
regresar re.M\4e"sa4
regresivo re.g4e"si.Bo
regreso re"g4e.so
regular re.gu"la4
rehabilitar re.a.Bi.li"ta4
rehacer re.a"se4
rehenchimiento re.eJ.tSi"mjen_d.to
rehenchir re.eJ"t͡Si4
rehinchimiento rejJ.tSi"mjen_d.to
rehinchir rejJ"t͡Si4
rehogar re.o."M\a4
rehumedecer re.u.me.De"se4
rehurtarse rew4"ta4.se
rehusar re.u"sa4
reimprimir rejm.p4i"mi4
reina "rej.na
reincidente rejn.si"Den_d.te
reincidir rejn.si"Di4
reino "rej.no
reiterar rej.te."4a4
reitre "rej.t4e
reja "re.xa
rejonazo re.xo"na.so
rejuvenecedor re.xu.Be.ne.se"Do4
rejuvenecer re.xu.Be.ne"se4
relabra 4e"la.B4a
relabrar 4e.la"B4a4
relajadamente re.la"xa.Da"men.te
relajador re.la.xa"Do4
relajamiento re.la.xa"mjen.to
relajar re.la"xa4
relamido re.la."mi.Do
relatar re.la"ta4
relatividad re.la.ti.Bi"DaD
relativo re.la"ti.Bo
relavar re.la"Ba4
relegar re.le"γa4
relej re"lex
relentecer re.len_d.te"se4
relevancia re.le"Ban_d.sja
relicario re.li"ka.4jo
relicto re"lik.to
relieve re"lje.Be
religioso re.li"xjo.so
relinchar re.liJ"ʧa4
relinga re"liN.ga
relingar re.liN"ga4
reloj re"lox
relucir re.lu"si4
reluctancia re.luk"tan_+.sja
remachado re.ma"ʧa.Do
remachar re.ma"ʧa4
remache re"ma.ʧe
remanecer re.ma.ne"se4
remanente re.ma".nen_^.te
remangar re.maN"ga4
rematar re.ma"ta4
remedar re.me."Da4
remedio re."me.Djo
remero re"me.4o
remiel re."mjel
remilgadamente re.mil."M\a.Da.%men.te
remitente re.mi."ten.te
remitir re.mi"ti4
remodelar re.mo.De."la4
remolacha re.mo"la.tSa
remoler re.mo"le4
remolienda re.mo"ljen_d.da
remolino re.mo."li.no
remolonear re.mo.lo.ne"a4
remolque re"mol.ke
remontar re.mon_d"ta4
remoto re"mo.to
remover re.mo"Be4
remunerar re.mu.ne"4a4
renacimiento re.na.si"mjen.to
renacuajo re.na"kwa.xo
renal re."nal
rencor reN"ko4
rendaje ren"da.xe
rendija ren"di.xa
renegador re.ne.Ga"Do4
renegar re.ne"Ga4
rengar reN"ga4
renguear reN.ge"a4
renitente re.ni"ten_d.te
renovador re.no.Ba"Do4
renovar re.no"Ba4
rentabilidad ren.ta.Bi.li"DaD
renuente re"nwen.te
reo "re.o
repacer re.pa"se4
repanchigarse re.paJ.tSi"Ga4.se
repantigarse re.pan_d.ti"Ga4.se
repatriar re.pa"t4ja4
repecho re"pe.t`So
repelencia re.pe"len.sja
repensar re.pen"sa4
repente re"pen.te
repentinamente re.pen_d"ti.na"men_d.te
repentino re.pen"ti.no
repentirse re.pen_d"ti4.se
repentista re.pen"tis.ta
repentizar re.pen.ti"sa4
repeor re.pe"o4
repetidamente re.pe.%ti.Da."men.te
replantear re.plan.te"a4
replegar re.ple"M\a4
replicar re.pli"ka4
repoblar re.po"Bla4
reponer re.po"ne4
reportaje re.po4"ta.xe
reportamiento re.po4.ta."mjen.to
reportar re.po4"ta4
reporte re"po4.te
reportero re.por."te.4o
reportista re.po4"tis.ta
reportorio re.po4"to.4jo
reposadamente re.po"sa.Da"men.te
reposadero re.po.sa"De.4o
reposar re.po"sa4
reposo re"po.so
reprender re.p4en"de4
represaliar re.p4e.sa."lja4
representar re.p4e.sen"ta4
representatividad re.p4e.sen.ta.ti.Bi"DaD
represor re.p4e"so4
reprobar re.p4o"Ba4
reproducir re.p4o.Du"si4
reproductivo re.p4o.δ_oug."t_di.B_oo
reproductor re.p4o.Duk"to4
reptil rep"til
repudiar repu"Dja4
repugnancia re.puM\"nan.sja
repugnante re.puG"nan.te
repugnantemente re.puG"nan_d.te"men_d.te
repugnar re.puG"na4
requebrar re.ke"B4a4
requeridor re.ke.4i"Do4
requerimiento re.ke.4i"mjen.to
requerir re.ke"4i4
requesonero re.ke.so"ne.4o
requintador re.kin.ta"Do4
requintar re.kin"ta4
requinto re"kin.to
requisito re.ki."si.to
res "res
resaca re"sa.ka
resalir re.sa"li4
resarcible re.sa4."si.Ble
resarcir re.sa4"si4
resbalar res.Ba"la4
resbaloso res.Ba"lo.so
rescate re"sca.te
rescoldar res.kol."da4
resentirse re.sen_d"ti4.se
resfriado res."f4i.a.Do
resfriamiento res.f4i.a."mjen.to
residencia re.si"Den.sja
residuo re"si.Dwo
resignar re.siG"na4
resistencia re.sis"ten.sia
resistir re.sis"ti4
resma "res.ma
resobrino re.so."B4i.no
resonancia re.so"nan.sja
respaldo 4es "pal do
respectar res.pek"ta4
respectivo res.pek"ti.Bo
respecto res"pek.to
respetabilidad res.pe.ta.Bi.li"DaD
respetable res.pe"ta.Ble
respetador res.pe.ta"Do4
respetar res.pe"ta4
respetivo res.pe"ti.Bo
respetosamente res.pe"to.sa"men_d.te
respetoso res.pe"to.so
respetuosamente res.pe"two.sa"men_d.te
respetuosidad res.pe.two.si"DaD
respetuoso res.pe"two.so
resplandecer res.plan_d.de"se4
resplandeciente res.plan_d.de"sjen_d.te
resplandor "res.plan.d_do4
responder 4es.pon_d"de4
responsabilidad res.pon.sa.B_oi.li"DaD
responsable res.pon.sa.B_ole
responsablemente res.pon"sa.Ble.men_d.te
respuesta res"pwes.ta
resquebrajar res.ke.B4a"xa4
resquebrar res.ke"B4a4
restaurante res.taw"4an.te
resto "res.to
restregar res.t4e"Ga4
resucitar re.su.si"ta4
resueltamente re%swel.ta"men_d.te
resultando "an_d.do
resultar re.sul"ta4
retablero re.ta"Ble.4o
retablo re"ta.Blo
retaguardia re.ta"Gwa4.Dja
retardar re.ta4."Da4
retazo re."ta.so
retemblar re.tem"bla4
retentar re.ten_d"ta4
retina re."ti.na
retoricadamente re.to.4i"ka.Da"men_d.te
retoricar re.to.4i"ka4
retostar re.tos"ta4
retozar ..
retratista re.t4a"tis.ta
retrato re"t4a.to
retreparse re.t4e"pa4.se
retrete re"t4e.te
retribuir re.t4i"Bwi4
retrocar re.t4o"ka4
retundir re.tun."di4
reumatismo rew.ma."tis.mo
reunir rew"ni4
revaluar re.Ba"lwa4
revancha re"BaJ.tSa
revejecer re.be.xe"se4
revelable re.Be"la.Ble
revelador re.Be.la"Do4
revelamiento re.Be.la"mjen_d.to
revelandero re.Be.lan_d"de.4o
revelar re.Be"la4
revenir re.Be"ni4
rever re"Be4
reverdecer re.be4.De"se4
reverencia re.Be"4en.sja
reverenciar re.Be.4en"sja4
reverendo re.Be"4en.Do
reverso 4e "Ber so
revertir re.Be4"ti4
revesar re.Be"sa4
revisar re.Bi"sa4
revisto re"Bis.to
revivir re.Bi"Bi4
revocar re.Bo"ka4
revoltijo re.Bol"ti.xo
revolucionario reBolusio"na4io
revoque re"Bo.ke
reyerta re."j\e4.ta
reyezuelo re.j\e"swe.lo
rezar re"sa4
rezno "res.no
rezongar re.soN"ga4
rezumadero re.su.ma"De.4o
rezumar re.su"ma4
riada ri"a.Da
riba "ri.Ba
ribera ri"Be.4a
ribosoma ri.Bo"so.ma
rico "ri.ko
rienda "rjen.da
riesgo "rjes.M\o
rigidez ri.xi."Des
rigor ri"M\o4
rigoroso ri.Go"4o.so
riguroso ri.Gu"4o.so
rijoso ri."xo.so
rimar ri"ma4
ringar riN"ga4
rinoceronte ri.no.se"4on.te
rinofaringe %ri.no.fa."4in.xe
rinoplastia ri.no."plas.tja
riojano ri.o"xa.no
rioplatense %ri.o.pla"ten.se
riostrar rjos"t4a4
ripio "ri.pjo
ripioso ri"pjo.so
riqueza ri"ke.sa 
risa "ri.sa
risaraldense ri.sa.4al"den.se
riscal ris."kal
ritmo "rit.mo
ritual ri"twal
ritualista ri.twa"lis.ta
rival ri"Bal
rivalidad ri.Ba.li"DaD
rivera ri"Be.4a
riverense ri.Be"4en.se
ro "ro
rob "rob
robar ro"Ba4
roble "ro.Ble
robot ro"Bot
robustamente ro"Bus.ta"men_d.te
robustecedor ro.Bus.te.se"Do4
robustecer ro.Bus.te"se4
robustecimiento ro.Bus.te.si"mjen_d.to
robustez ro.Bus"tes
robusteza ro.Bus"te.sa
robusticidad ro.Bus.ti.si"DaD
robusto ro"Bus.to
rocalla ro"ka.ʎa
rocalloso ro.ka"ʎo.so
rocambolesco ro.kam.bo"les.ko
rochar ro"tSa4
rociar ro"sja4
rocoso ro'ko.so
roda "ro.Da
rodado ro"Da.Do
rodaja ro"Da.xa
rodaje ro"Da.xe
rodela ro"De.la
rodete ro"De.te
rodezno ro"Des.no
rodio "ro.Djo
roel ro."el
roer ro"e4
rogar ro"M\a4
rojo "ro.xo
romadizo ro.ma"Di.so
romance ro"man.se
romanche ro"man`.tSe
romanticismo ro.man_d.ti"sis.mo
rombo "rom.bo
romo "ro.mo
rompecabezas rom.pe.ka"Be.sas
romper rom"pe4
ron "ron
rondalla 4on_d"da.ʎa
ronronear ron.ro.ne"a4
ropa "ro.pa
ropaje ro"pa.xe
ropavejero ro.pa.Be"xe.4o
ropero ro"pe.4o
ropeta ro"pe.ta
roquedal ro.ke"Dal
roquefort ROkEfOrt
rorcual ro4."kwal
rorro "ro.ro
ros "ros
rosa "ro.sa
rosario ro"sa.4jo
rosbif "ros.Bif
rosear 4o.se"ar
roseta ro"se.ta
rosillo ro"si.Zo
rosjo "ros.Xo
rostro "ros.t4o
rotatorio ro.ta"to.4jo
rotonda ro"ton.da
rotuliano ro.tu."lja.no
rotundamente ro"tun_d.da"men_d.te
rotura ro."tu.4a
rozar ro"sa4
ruar rwa4
rubefaciente ru.Be.fa"sjen.te
rubidio ru"Bi.Djo
rubio "ru.Bjo
rublo "ruB.lo
rubor ru"Bo4
ruborizar ru.Bo.4i"sa4
rubriquista ru.B4i"kis.ta
rubro "ru.B4o
rucho "ru.t͡So
rucio "ru.sjo
rudamente "ru.Da"men_d.te
rugar ru"Ga4
rugby "ruM\.Bi
rugir ru"xi4
rugosidad ru.Go.si"DaD
rugoso ru"M\o.so
ruido "rwi.Do
ruidosamente rwi"Do.sa"men_d.te
ruidoso rwi"Do.so
ruin "rwin
ruina "rwi.na
ruindad rwjn"DaD
ruinoso rwi"no.so
rulo "ru.lo
rumano ru."ma.no
rumba "rum.ba
rumor ru"mo4
runrunear run.ru.ne"a4
rupestre ru"pes.t4e
ruptura rup."tu.4a
rural ru"4al
ruso "ru.so
ruta "ru.ta
sabalero sa.Ba"le.4o
sabana sa."B_oa.na
sabandija sa.Ban."di.xa
sabelotodo %sa.Be.lo"to.Do
sabio "sa.Bjo
sabor sa"Bo4
sabotaje sa.Bo"ta.xe
saboteador sa.Bo.tea"Do4
sabotear sa.Bo"te.a4
sabrosamente sa"B4o.sa"men_d.te
sacacorchos sa.ka"ko4.tSos
sacapuntas %sa.ka"pun.tas
sacerdocio sa.se4"Do.sjo
sacho "sa.tSo
saciar sa"sja4
sacramento sa.k4a"men.to
sacrificio sa.k4i"fi.sjo
sacrosantamente sa.kro"san_d.ta.men_d.te
sacuara sa"kwa.4a
sacudidamente sa.ku"Di.Da"men_d.te
sacudidor sa.ku.Di"Do4
sacudidura sa.ku.Di"Du.4a
sacudimiento sa.ku.Di"mjen_d.to
sacudir sa.ku"Di4
sagacidad sa.M\a.si"DaD
sagital sa.xi"tal
sagrado sa"g4a.Do
saharaui sa.(h)a"4a.wi
sahariano sa.(h)a"4ja.no
sahumerio sa.u."me.rjo
saja "sa.xa
salacot sa.la"kot
salador sa.la"Do4
salamanca sa.la"maN.ka
salamandra sa.la"man.d4a
salamanquino sa.la.maN"ki.no
salame sa"la.me
salangana sa.laN"ga.na
salar sa"la4
salarial sa.la"4jal
salario sa"la.4jo
salchicha sal"tSi.tSa
saldo "sal.do
salero sa"le.4o
salificar sa.li.fi"ka4
salinidad sa.li.ni"DaD
salir sa."li4
salitrado sa.li."t4a.Do
salitral sa.li."t4al
salitre sa.li."t4e
salitrera sa.li."t4e.4a
salitrero sa.li."t4e.4o
salitroso sa.li."t4o.so
salival sa.li."Bal
salmantino sal.man_d"ti.no
saloma sa."lo.ma
salpicadero sal.pi.ka"De.ro
saltante sal"tan.te
saltar sal."ta4
saltear sal.te"a4
salubre sa"lu.B4e
salud sa"luD
saludable sa.lu"Da.Ble
saludablemente sa.lu"Da.Ble"men.te
saludador sa.lu.Da"Do4
saludar sa.lu"Da4
saludo sa"lu.Do
salumbre sa"lum.b4e
salute sa"lu.te
salvable sal"Ba.Ble
salvador sal.Ba"Do4
salvaguarda sal.Ba"M\wa4.Da
salvaguardia sal.Ba"M\wa4.Dja
salvajada sal.Ba"xa.Da
salvaje sal"Ba.xe
salvajez sal.Ba"xes
salvajino sal.Ba"xi.no
salvamente "sal.Ba"men.te
salvamento sal.Ba"men.to
salvamiento sal.Ba"mjen.to
salvante sal"Ban.te
salvar sal"Ba4
salve sal.be
salvoconducto sal.Bo.kon"duk.to
samba "sam.ba
samovar sa.mo"Ba4
san san
sanamente "sa.na"men_d.te
sanar sa"na4
sancirole san.si"4o.le
sandalia san."da.lja
sandez san_d"des
sandia "san_d.dja
sandial san_d"djal
sandiar san_d"dja4
sandinismo san_d.di"nis.mo
sandinista san_d.di"nis.ta
sandio "san_d.djo
sanducero san.du"se.4o
saneamiento sa.ne.a"mjen_d.to
sanear sa.ne"a4
sangrado san"g4a.Do
sangrante saN"g4an_d.te
sangrar saN"g4a4
sangre "saN.g4e
sangriento saN"g4jen.to
sanguijuela saN.gi"xwe.la
sanguina saN"gi.na
sanidad sa.ni"DaD
santamente "san_d.ta"men_d.te
santandereano san_d.tan_d.de.4e"a.no
santateresa san.ta.te"4e.sa
santificar san.ti.fi"ka4
santiguar san.ti"Gwa4
santo "san.to
santoral san.to"4al
santuario san"twa.4i.o
sapiencia sa"pjen.sja
sapino sa"pj.no
sapo "sa.po
saprofito sa.p4o"fi.to
saqueo sa"keo
sarao sa"4a.o
sarasa sa.4a.sa
sardana sa4"Da.na
sardina sa4"Di.na
sardo "sa4.Do
sardonal sa4.Do"nal
sargento sa4"xen_d.to
sarmentar sa4.men_d"ta4
sarna "sa4.na
sarraceno sa.ra"se.no
sarracino sa.ra"si.no
sarrio re"Be.ko
sarro "sa.ro
sarta "sa4.ta
sartorio sa4."to.4jo
sastre "sas.t4e
satanismo sa.ta"nis.mo
satinar sa.ti"na4
satisfacer sa.tis.fa"se4
satisfactoriamente sa.tis.fak"to.4ja"men_d.te
satisfactorio sa.tis.fak"to.4jo
satisfecho sa.tis"fe.tSo
savia "sa.Bja
sayalero sa.j\a"le.4o
sazonar sa.so"na4
sebo "se.Bo
secamente "se.ka"men_d.te
secano se."ka.no
seco "se.ko
secretamente se"k4e.ta"men_d.te
secretario se.k4e"ta.4jo
secta "sek.ta
sector sek"to4
secuaz se"kwas
secuela se"kwe.la
secuencia se"kwen.sja
secuencial se.kwen"sjal
secuenciar se.kwen"sja4
secuestrador se.kwes.t4a"Do4
secuestrar se.kwes"t4a4
secuestrario se.kwes"t4a.4jo
secuestro se"kwes.to
secular se.ku"la4
secularidad se.ku.la.4i"DaD
secularizar se.ku.la.4i"sa4
secundar se.kun"da4
secundariamente se.kun"da.4ja"men.te
secundario se.kun"da.4jo
secura se.ke"DaD
secutar se.ku"ta4
secutor se.ku"to4
sedadera se.Da"De.4a
sedal se"Dal
sedante se"Dan.te
sedar se"Da4
sedativo se.Da"ti.Bo
sedente se"Den.te
sediento se"Djen.to
seer se"e4
seglar se"M\la4
segregar se.G4e."Ga4
seguida se"M\i.Da
seguidamente se"M\i.Da"men.te
seguidero se.M\i"De.4o
seguido se"M\i.Do
seguidor se.M\i"Do4
seguimiento se.Gi"mjen_d.to
segundo se"gun_d.do
seguridad se.M\u.4i."DaD
seis sejs
seiscientos sejs"sjen_^.tos
sel sel
selenita se.le"ni.ta
sellar se."ʎa4
sello "se.j\o
selva sel"Ba
sema "se.ma
semana se."ma.na
semejable se.me"xa.Ble
semejablemente se.me"xa.Ble"men_d.te
semejantemente se.me"xan_d.te"men_d.te
semejanza se.me"xan.sa
semejar se.me"xar
semen "se.men
semental se.men"tal
sementar se.men_d"ta4
semestral se.meș."tral
semestre se"mes.t4e
semiforme se.mi"fo4.me
semilla se"mi.ʎa
seminario se.mi"na.4jo
semitismo se.mi"tis.mo
sempiterno sem.pi"te4.no
senara se"na.4a
sencillamente sen.si.ʎa"men.te
sencillez sen.si"ʎes
sencillo sen"si.j\o
senda "sen.da
sendero sen"de.4o
senectud se.nek"tuD
senil se"nil
seno "se.no
sensacional sen.sa.sjo"nal
sensato sen"sa.to
sensibilidad sen.si.Bi.li"DaD
sensorial sen.so"4jal
sensorio sen"so.4jo
sensual sen"swal
sentada sen"ta.Da
sentamiento sen.ta"mjen.to
sentar sen"ta4
sentencia sen."ten.sja
sentidamente sen_d"ti.Da"men_d.te
sentido sen"ti.Do
sentimiento sen.ti."mjen.to
sentir sen_d"ti4
seo "se.o
separadamente se.pa"4a.Da%men_d.te
separar se.pa"4a4
separata se.pa"4a.ta
sepelio se"pe.ljo
sepia "se.pja
sepsis "sep.sis
septentrional sep.ten_d.t4jo"nal
septiembre sep"tjem.b4e
septo "sep.to
septuplicar seks.tu.pli"ka4
sepultar se.pul"ta4
sepulturero se.pul.tu"4e.4o
sequedad se.ke."DaD
ser se4
serbio "ser.bjo
serbocroata se4.Bo.k4o"a.ta
serenidad se.4e.ni."DaD
serie "se.4je
seriedad se.4je"DaD
serio "se.4jo
serosidad se.4o.si"DaD
seroso se"4o.so
serpiente se4"pjen.te
serraduras se.ra"Du.4as
serrano se"ra.no
serreta se"re.ta
serrucho se"ru.tSo
servicial se4.Bi"sjal
servicialmente se4.Bi"sjal"men_d.te
serviciar se4.Bi"sja4
servicio se4"Bi.sjo
servidor se4.Bi"Do4
servil se4"Bil
servilleta se4.Bi"ʎe.ta
servilletero se4.Bi.ʎe."te.4o
servio "se4.bjo
serviola se4"Bjo.la
servomecanismo se4.Bo.me.ka."nis.mo
sesenta se."sen.ta
sesgar ses."ga4
sesionar se.sjo"na4
sesquipedal ses.ki.pe"Dal
sestercio ses"te4.sjo
setecientos se.te.sien.tos
setenta se."ten.ta
setiembre se"tjem.b4e
severamente se"Be.4a"men_d.te
severidad se.Be.4i"DaD
severo se"Be.4o
sevicia se"Bi.sja
sexo "se.kso
sextante segs."tan.te
sexto "seks.to
sextuplicar seks.tu.pli"ka4
sexual sek"swal
sexualidad sek.swa.li"DaD
si si
sibarita si.Ba."4i.ta
sic "sik
sicalipsis si.ka"lip.sis
sicario si"ka.4jo
siciliano si.si."lja.no
sicofanta si.ko"fan.ta
sicofante si.ko"fan.te
sicomoro si.ko"mo.4o
siderurgia si.De"4u4.xja
sidra si.D4a
siempre "sjem.p4e
sien "sjen
sierpe "sje4.pe
siesta "sjes.ta
siete "sje.te
sietecolores sje.te.ko."lo.4es
sigilo si"xi.lo
siglo "si.M\lo
signar siG"na4
signatario siG.na"ta.4jo
significador sik.ni.fi.ka"Do4
significante sig.ni.fi"kan.te
significar sik.ni"fi.ka
significativo sig.ni.fi.ka"ti.Bo
siguiente si"M\jen.te
silabar si.la"Ba4
silabear si.la.Be"a4
silabizar si.la.Bi"sa4
silampa si"lam.pa
silbato sil"Ba.to
silenciar si.len"sja4
silga "sil.M\a
silgar sil"M\a4
silicio si"li.sjo
silicona si.li"ko.na
silicosis si.li."ko.sis
silo "si.lo
silogismo si.lo"xis.mo
silueta si"lwe.ta
silvestre sil"Bes.t4e
silvicultura sil.Bi.kul"tu.4a
sima "si.ma
simia "si,mja
simiente si"mjen.te
similitud si.mi.li"tuD
similitudinario si.mi.li.tu.Di"na.4jo
similor si.mi"lo4
simio "si,mjo
simple "sim.ple
simplemente "sim.ple.men_d.te
simplicidad sim.pli.si"DaD
simplismo sim"plis.mo
simplista sim"plis.ta
simposio sim"po.sjo
simulacro si.mu"la.k4o
simulador si.mu.la"Do4
simular si.mu"la4
simultaneidad si.mul.ta.nej"DaD
sin sin
sinalefa si.na."le.fa
sinapsis si."nap.sis
sincretismo siN.k4e"tis.mo
sincronismo siN.k4o"nis.mo
sincronizar sin.k4o.ni"sa4
sindicar sin_d.di."ka4
sindicato sin.di."ka.to
sinecura si.ne"ku.4a
sinergia si."ne4.xja
singa "siN.ga
singar "siN.ga4
singladura sin.gla"Du.4a
singlar sin"gla4
single "siN.gle
singularidad siN.gu"la4.men_d.te
singularmente siN.gu.la4"men_d.te
siniestrado si"njes.t4a.Do
siniestramente si"njes.t4a"men_d.te
siniestro si"njes.t4o
sinople si."no.ple
sinovia si."no.Bja
sinsabor sin"sa.Bo4
sinsonte sin."son.te
sinsorgo sin"so4.M\o
sintagma sin."tag.ma
sintaxis sin."ta.ksis
sinterizar sin_d.te.4i"sa4
sintetizar sin.te.ti"sa4
sintonizar sin_d.to.ni"sa4
sinuoso si"nwo.so
sinusitis si.nu."si.tis
siquier si"kje4
siquiera si"kje.4a
sirena si"4e.na
